,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,living_density
11240,215000.0,3,1.0,1190,7500,1.0,0.0,5,7,1190,0,1968,0.0,98042,0.15866666666666668
4189,360000.0,3,1.5,1340,1110,2.0,0.0,3,7,1040,300,1999,0.0,98117,1.2072072072072073
7967,285000.0,4,2.5,1800,9229,2.0,0.0,3,7,1800,0,1994,0.0,98022,0.19503738216491495
20706,750000.0,3,3.5,3390,10078,2.0,0.0,3,10,3040,350,2012,,98056,0.3363762651319706
20705,507950.0,4,2.5,2630,6283,2.0,0.0,3,9,2630,0,2006,0.0,98059,0.418589845615152
8151,335000.0,3,1.75,1900,36769,1.0,0.0,3,8,1900,0,1987,0.0,98092,0.051673964480948624
13575,399000.0,2,1.0,940,4800,1.0,0.0,4,6,940,0,1911,1955.0,98116,0.19583333333333333
2615,210000.0,3,1.0,1200,7500,1.0,0.0,3,6,1200,0,1905,1989.0,98178,0.16
19323,628990.0,4,2.5,2540,32647,2.0,0.0,3,9,2540,0,1996,0.0,98053,0.07780194198548106
13910,302000.0,5,2.0,1540,9629,1.0,0.0,4,7,1540,0,1960,,98059,0.15993353411569217
20523,286800.0,3,2.5,1413,3600,2.0,0.0,3,8,1413,0,2011,0.0,98031,0.3925
2211,398000.0,4,1.0,1430,6240,1.5,0.0,5,7,1430,0,1953,0.0,98125,0.22916666666666666
6742,175000.0,3,1.75,1230,13056,1.0,0.0,4,7,1230,0,1962,0.0,98001,0.09420955882352941
18815,400000.0,4,2.5,2530,7563,1.0,0.0,3,7,1440,1090,1978,0.0,98011,0.3345233373000132
14047,397950.0,4,1.75,2120,7620,2.0,0.0,3,8,2120,0,1971,2002.0,98166,0.2782152230971129
21190,478830.0,4,2.5,3274,4950,2.0,0.0,3,9,3274,0,2014,0.0,98092,0.6614141414141415
17331,475000.0,3,2.75,1890,3938,2.0,0.0,3,8,1890,0,1999,,98065,0.47993905535804976
16772,750000.0,4,2.25,2160,9525,1.0,0.0,3,8,1080,1080,1961,0.0,98040,0.22677165354330708
3860,790000.0,3,1.5,2390,4452,2.0,0.0,3,9,1790,600,1929,0.0,98126,0.536837376460018
2040,440000.0,2,1.5,1010,1968,1.5,0.0,5,5,1010,0,1906,0.0,98107,0.5132113821138211
1228,349000.0,3,2.25,1640,7261,2.0,0.0,3,7,1640,0,1989,0.0,98034,0.22586420603222696
18450,799000.0,3,1.0,1510,4178,2.0,0.0,3,8,1510,0,1902,,98103,0.3614169459071326
16590,250000.0,3,1.0,1460,10914,1.0,0.0,4,7,1460,0,1959,0.0,98058,0.13377313542239325
9094,685000.0,3,2.5,3450,8000,3.0,0.0,4,8,2970,480,1927,1975.0,98116,0.43125
11249,785000.0,3,1.75,1670,9600,1.0,0.0,5,8,1670,0,1961,0.0,98040,0.17395833333333333
1990,399950.0,4,2.5,3110,5868,2.0,0.0,3,8,3110,0,2001,0.0,98042,0.5299931833674165
15351,120750.0,3,1.75,1140,9628,1.0,0.0,4,7,1140,0,1969,,98023,0.11840465309513917
6501,941000.0,4,1.75,2320,3825,1.5,0.0,5,8,1820,500,1926,0.0,98105,0.6065359477124183
7512,330000.0,3,1.0,1040,11900,1.0,0.0,5,6,1040,0,1972,0.0,98070,0.08739495798319327
17379,440000.0,3,2.0,1790,32379,1.0,0.0,3,7,1790,0,2007,0.0,98045,0.055282744989036105
4438,685000.0,4,2.5,2770,6000,2.0,0.0,3,8,2400,370,1993,,98136,0.46166666666666667
21192,1030000.0,4,3.5,4370,10860,2.0,0.0,3,11,4370,0,2008,,98059,0.40239410681399634
10434,240000.0,3,2.0,1310,8069,1.0,0.0,3,7,1310,0,1990,0.0,98042,0.16234973354814722
7941,200000.0,3,1.0,2120,31564,1.0,0.0,3,7,1220,900,1942,0.0,98168,0.06716512482575085
5381,214000.0,3,2.0,1580,5080,1.0,0.0,4,6,800,780,1942,,98146,0.3110236220472441
6968,275000.0,3,2.25,1620,6415,2.0,0.0,4,7,1620,0,1989,0.0,98038,0.2525331254871395
14335,314000.0,3,1.75,1350,217852,1.0,0.0,3,8,1100,250,1953,0.0,98022,0.006196867598185924
1549,245000.0,3,2.0,1450,9333,2.0,0.0,4,7,1450,0,1972,0.0,98003,0.1553626915246973
11364,438600.0,1,1.0,720,2500,1.0,0.0,3,7,720,0,1910,0.0,98103,0.288
19224,340000.0,3,2.25,2630,9916,2.0,0.0,4,9,2630,0,1988,0.0,98092,0.26522791448164584
5510,355000.0,4,2.0,1870,3497,1.0,0.0,3,7,1200,670,1954,0.0,98106,0.5347440663425793
8495,549950.0,3,2.5,2380,2500,3.0,0.0,3,9,2380,0,1988,0.0,98126,0.952
20644,315000.0,3,2.5,1410,1325,2.0,0.0,3,7,1180,230,2007,0.0,98106,1.0641509433962264
4240,865000.0,4,3.25,3400,99170,1.0,0.0,4,8,2000,1400,1980,,98072,0.034284561863466775
17213,300000.0,2,1.5,1150,3927,2.0,0.0,3,7,1150,0,1982,0.0,98034,0.2928444104914693
7238,118125.0,2,1.0,790,7153,1.0,0.0,4,6,790,0,1944,0.0,98168,0.1104431706976094
8430,525000.0,3,2.0,1640,15258,1.0,0.0,3,8,1640,0,1981,0.0,98074,0.10748459824354437
3681,641000.0,3,1.75,1480,9603,1.0,0.0,3,7,1480,0,1952,,98004,0.15411850463396856
5164,240000.0,3,1.75,1100,7373,1.0,0.0,4,7,1100,0,1968,0.0,98092,0.14919300149193002
6623,187000.0,3,1.5,1280,4452,2.0,0.0,3,6,1280,0,1985,0.0,98002,0.28751123090745734
8545,293550.0,4,1.75,2120,9706,1.0,0.0,3,7,1370,750,1965,,98168,0.2184215948897589
18440,2700000.0,4,3.25,4420,7850,2.0,1.0,3,11,3150,1270,2001,,98008,0.5630573248407643
12668,252000.0,3,2.0,1420,6788,2.0,0.0,3,7,1420,0,1990,0.0,98023,0.20919269298762522
3875,390000.0,3,1.0,1010,7920,1.0,0.0,3,6,1010,0,1925,0.0,98126,0.1275252525252525
7072,485000.0,3,2.5,1500,5412,1.0,0.0,5,7,900,600,1920,,98136,0.2771618625277162
2711,1110000.0,5,3.5,7350,12231,2.0,0.0,3,11,4750,2600,2001,0.0,98065,0.6009320578857003
3321,555000.0,4,1.75,2350,6200,1.5,0.0,4,7,1410,940,1946,0.0,98116,0.3790322580645161
20944,580000.0,3,1.5,1320,1250,3.0,0.0,3,8,1320,0,2008,,98103,1.056
19333,365000.0,3,2.25,1800,9010,1.0,0.0,3,7,1300,500,1975,0.0,98155,0.1997780244173141
14815,840000.0,3,3.0,3570,6250,2.0,0.0,3,10,2710,860,1985,0.0,98116,0.5712
19957,1270000.0,3,2.5,3060,9576,2.0,0.0,3,10,3060,0,2005,0.0,98004,0.31954887218045114
13039,649000.0,5,3.25,3990,13087,2.0,0.0,3,9,2400,1590,1991,0.0,98042,0.3048827080308703
3653,715000.0,4,2.5,2970,29163,2.0,0.0,3,9,2970,0,1993,,98053,0.10184137434420328
13342,530000.0,4,2.25,2130,8640,1.0,0.0,3,7,1430,700,1969,0.0,98034,0.2465277777777778
19125,430000.0,3,2.0,2350,12480,1.0,0.0,3,7,1600,750,1981,0.0,98028,0.18830128205128205
19791,449950.0,3,2.25,1540,1270,3.0,0.0,3,7,1540,0,2014,0.0,98103,1.2125984251968505
5515,700000.0,3,1.75,2100,5000,1.5,0.0,3,8,2100,0,1916,0.0,98117,0.42
13100,619000.0,5,3.5,2950,2932,3.0,0.0,3,8,2950,0,2004,,98144,1.0061391541609823
8954,368000.0,3,1.75,1710,10800,1.0,0.0,4,7,1710,0,1958,0.0,98028,0.15833333333333333
409,840000.0,4,3.5,2840,40139,1.0,0.0,4,10,2840,0,1986,0.0,98038,0.07075412940033383
18820,355000.0,4,1.0,1440,7215,1.5,0.0,3,7,1440,0,1969,,98034,0.1995841995841996
15843,409000.0,4,2.75,3230,12651,2.0,0.0,4,8,3230,0,2002,,98001,0.255315785313414
1288,350000.0,3,2.25,2470,10290,2.0,0.0,3,8,2230,240,1984,0.0,98058,0.2400388726919339
11500,210000.0,3,2.5,1610,6732,2.0,0.0,3,7,1610,0,1994,0.0,98030,0.23915626856803326
67,287000.0,4,2.5,2240,4648,2.0,0.0,3,7,2240,0,2005,0.0,98001,0.4819277108433735
12271,1960000.0,5,4.5,6200,23373,3.0,0.0,4,11,5050,1150,1988,0.0,98040,0.2652633380396184
15614,590000.0,4,2.5,3220,7875,1.5,0.0,4,8,3220,0,1966,0.0,98008,0.4088888888888889
14398,550000.0,2,1.5,1300,2970,1.0,0.0,3,7,990,310,1903,0.0,98102,0.4377104377104377
20837,325000.0,1,1.0,730,1942,1.0,0.0,3,7,730,0,2009,0.0,98144,0.37590113285272914
19170,324950.0,2,1.5,1643,14616,1.0,0.0,4,7,1643,0,1954,0.0,98198,0.11241105637657361
10148,339000.0,4,2.5,1740,6000,1.0,0.0,4,7,1740,0,1952,,98178,0.29
7813,265000.0,2,1.5,920,1458,2.0,0.0,3,7,920,0,1995,0.0,98133,0.6310013717421125
10673,350000.0,3,2.25,1550,5401,2.0,0.0,3,7,1550,0,2000,0.0,98019,0.28698389187187556
5834,287000.0,3,1.5,1150,11475,1.0,0.0,3,7,1150,0,1971,0.0,98045,0.10021786492374728
15395,200000.0,2,1.0,930,8665,1.0,0.0,4,6,930,0,1938,0.0,98168,0.10732833237160992
11057,299000.0,2,1.0,710,6732,1.0,0.0,5,6,710,0,1942,0.0,98126,0.10546642899584076
14562,589000.0,4,2.25,2390,57599,2.0,0.0,3,8,2390,0,1981,0.0,98053,0.04149377593360996
17641,746000.0,3,2.5,2620,8950,2.0,0.0,3,9,2620,0,1992,0.0,98006,0.2927374301675978
15422,381500.0,4,2.5,2430,5556,2.0,0.0,4,8,2430,0,2003,,98042,0.4373650107991361
17384,225000.0,3,2.25,1650,7739,1.0,0.0,3,8,1290,360,1986,0.0,98003,0.2132058405478744
8799,1370000.0,4,2.75,3720,9450,1.0,0.0,5,10,1960,1760,1962,0.0,98006,0.39365079365079364
7000,225000.0,3,2.25,1470,6808,1.0,0.0,3,7,1160,310,1984,0.0,98023,0.21592244418331374
7411,339950.0,3,1.0,1050,5402,1.5,0.0,4,7,1050,0,1906,0.0,98144,0.19437245464642725
20969,300000.0,3,2.5,2090,4590,2.0,0.0,3,7,2090,0,2005,0.0,98042,0.4553376906318083
3041,430000.0,2,1.0,990,4920,1.0,0.0,3,6,990,0,1931,0.0,98117,0.20121951219512196
13540,310000.0,3,1.5,1140,3104,2.0,0.0,3,7,1140,0,1988,0.0,98029,0.36726804123711343
3715,250000.0,3,1.0,1050,6874,1.0,0.0,3,6,1050,0,1954,0.0,98133,0.15274949083503056
10364,276200.0,3,2.5,1480,7210,1.0,0.0,3,7,1180,300,1986,0.0,98023,0.20527045769764216
14762,472500.0,3,2.0,1790,6800,1.0,0.0,4,7,1240,550,1964,0.0,98133,0.26323529411764707
4599,305000.0,4,2.0,2470,1831,2.0,0.0,3,7,1970,500,2009,,98166,1.3489896231567449
15695,825000.0,3,3.0,3730,35900,1.0,0.0,3,9,2960,770,1979,,98008,0.10389972144846797
16583,376000.0,4,2.25,2200,6750,1.0,0.0,5,8,1480,720,1959,0.0,98056,0.32592592592592595
17355,421200.0,3,2.5,1440,3060,2.0,0.0,3,7,1440,0,2003,0.0,98053,0.47058823529411764
13484,289950.0,3,2.5,1870,1436,2.0,0.0,3,7,1870,0,2004,0.0,98059,1.3022284122562675
7893,369000.0,3,1.75,1300,3844,1.0,0.0,3,7,1300,0,1985,0.0,98133,0.3381893860561915
17849,675000.0,4,2.5,2390,5249,2.0,0.0,3,9,2390,0,2006,0.0,98074,0.45532482377595734
10674,410000.0,4,2.5,2070,6180,2.0,0.0,3,8,2070,0,2007,0.0,98056,0.33495145631067963
15216,1090000.0,3,2.5,2840,7500,2.0,0.0,3,11,2840,0,1997,0.0,98034,0.37866666666666665
20467,465000.0,3,2.25,1530,1245,2.0,0.0,3,9,1050,480,2014,0.0,98122,1.2289156626506024
9703,265000.0,3,1.5,1520,6805,1.0,0.0,4,7,1040,480,1981,0.0,98023,0.2233651726671565
12853,280000.0,3,2.5,1600,6700,2.0,0.0,3,8,1600,0,1991,0.0,98042,0.23880597014925373
13531,295000.0,2,1.0,840,10465,1.0,0.0,3,6,840,0,1951,0.0,98155,0.0802675585284281
5547,540400.0,4,1.75,1680,6758,1.0,0.0,3,8,1680,0,1974,0.0,98008,0.24859425865640722
6408,211000.0,3,2.0,1060,7412,1.0,0.0,3,7,1060,0,1987,0.0,98038,0.1430113329735564
12921,327200.0,2,2.0,1440,8425,1.0,0.0,4,6,1440,0,1942,1983.0,98168,0.17091988130563798
7178,225000.0,3,2.5,1680,6755,2.0,0.0,3,8,1680,0,1994,,98092,0.24870466321243523
13958,395000.0,4,2.0,1780,8149,1.5,0.0,4,7,1780,0,1948,0.0,98155,0.2184317094121978
12957,519950.0,5,3.5,2440,10200,2.0,0.0,4,7,2440,0,1974,,98075,0.23921568627450981
8728,199129.0,3,1.0,860,33664,1.0,0.0,4,6,860,0,1955,0.0,98001,0.02554657794676806
12507,535500.0,3,1.5,1730,40250,2.0,0.0,4,8,1730,0,1983,0.0,98072,0.04298136645962733
20786,499160.0,4,2.5,2628,11466,2.0,0.0,3,9,2628,0,2014,0.0,98001,0.22919937205651492
996,553500.0,2,1.0,850,2340,1.0,0.0,3,7,850,0,1922,0.0,98105,0.36324786324786323
16880,986000.0,4,3.5,2840,5900,2.0,0.0,3,10,1920,920,1910,2008.0,98118,0.48135593220338985
13455,446800.0,4,2.0,2410,8712,1.0,0.0,3,7,1260,1150,1958,0.0,98144,0.2766299357208448
10945,525000.0,3,2.5,2340,35021,1.0,0.0,3,9,2340,0,1986,0.0,98038,0.06681705262556752
11439,647000.0,4,2.5,2390,5800,2.0,0.0,3,9,2390,0,2000,0.0,98075,0.41206896551724137
9794,350000.0,3,2.5,1970,3655,2.0,0.0,3,7,1970,0,2003,0.0,98019,0.5389876880984952
16128,445000.0,3,2.25,1860,7200,1.0,0.0,4,7,1240,620,1977,0.0,98034,0.25833333333333336
19612,504200.0,2,1.5,1200,1687,3.0,0.0,3,8,1200,0,2008,0.0,98103,0.7113218731475993
18421,230000.0,3,1.75,1720,9125,1.0,0.0,4,7,1140,580,1981,,98092,0.1884931506849315
18796,200000.0,2,1.0,830,8000,1.0,0.0,3,6,830,0,1954,0.0,98198,0.10375
21241,424950.0,5,3.5,2760,3846,2.5,0.0,3,8,2760,0,2013,0.0,98056,0.717628705148206
15707,605000.0,4,1.5,1880,3500,1.0,0.0,4,7,1080,800,1926,0.0,98103,0.5371428571428571
19250,390000.0,2,1.0,1080,4725,1.5,0.0,3,7,1080,0,1944,0.0,98126,0.22857142857142856
10394,1380000.0,4,3.5,3500,9523,2.0,0.0,3,10,2460,1040,1996,0.0,98033,0.3675312401554132
4401,450000.0,2,1.5,1450,2550,1.0,0.0,3,7,820,630,1984,,98103,0.5686274509803921
17338,335000.0,4,1.0,1480,6500,1.5,0.0,4,7,1480,0,1914,0.0,98118,0.2276923076923077
18701,1170000.0,3,2.5,2670,5000,2.0,0.0,5,9,2000,670,1942,1995.0,98144,0.534
17229,349900.0,2,1.75,1550,9230,1.0,0.0,3,6,970,580,1969,0.0,98045,0.16793066088840736
19638,267800.0,3,1.75,1410,1899,2.0,0.0,3,8,1410,0,2014,0.0,98106,0.7424960505529226
1436,907000.0,3,1.75,2170,12220,1.0,0.0,5,8,2170,0,1965,,98033,0.17757774140752863
15860,1600000.0,3,2.25,3370,23065,1.0,1.0,3,10,1920,1450,1980,0.0,98028,0.14610882289182744
9958,1050000.0,4,2.75,2250,3433,1.5,0.0,3,8,1500,750,1927,2013.0,98112,0.6554034372269152
18867,2180000.0,6,2.75,4710,11000,2.0,0.0,3,10,3690,1020,1931,0.0,98105,0.42818181818181816
1851,210000.0,2,1.0,1450,4750,1.0,0.0,3,7,850,600,1950,0.0,98118,0.30526315789473685
19199,600000.0,5,2.5,2380,8204,1.0,0.0,3,8,1540,840,1957,,98115,0.2901023890784983
21103,769995.0,5,2.75,3010,5398,2.0,0.0,3,9,3010,0,2014,0.0,98074,0.5576139310855872
16840,825000.0,4,2.75,2220,11925,1.0,0.0,3,7,1560,660,1953,1985.0,98004,0.1861635220125786
7675,345000.0,2,1.0,960,2700,1.0,0.0,3,6,780,180,1904,0.0,98144,0.35555555555555557
19235,260000.0,3,1.75,1360,15210,1.0,0.0,3,7,1360,0,1987,0.0,98038,0.08941485864562787
12415,230000.0,3,1.0,1360,9310,1.0,0.0,4,7,1020,340,1980,0.0,98056,0.1460794844253491
17836,620047.0,4,1.75,1760,6000,1.0,0.0,3,7,880,880,1946,0.0,98119,0.29333333333333333
17914,428000.0,3,2.5,2340,3466,2.0,0.0,3,7,2340,0,2004,0.0,98065,0.6751298326601269
18621,683000.0,4,2.5,2620,10489,2.0,0.0,3,9,2620,0,1990,0.0,98052,0.24978548956049193
18981,449999.0,4,1.75,2290,36900,1.5,0.0,5,7,1690,600,1938,,98022,0.06205962059620596
7639,275000.0,4,2.0,1960,30480,1.0,0.0,4,7,1060,900,1972,0.0,98022,0.06430446194225722
13776,302500.0,3,2.25,3100,11985,1.0,0.0,4,7,1790,1310,1963,,98198,0.2586566541510221
4254,435000.0,5,2.25,1970,15247,1.0,0.0,3,7,1450,520,1986,0.0,98024,0.12920574539253624
19651,1450000.0,4,3.5,2860,2199,3.0,0.0,3,10,2860,0,2013,0.0,98102,1.3005911778080945
1982,310000.0,3,1.0,1990,7173,1.0,0.0,3,7,1990,0,1972,0.0,98034,0.27742924857103024
14225,240000.0,4,2.0,1750,7800,1.0,0.0,4,6,1750,0,1944,0.0,98166,0.22435897435897437
16735,425000.0,4,2.5,2689,6688,2.0,0.0,3,9,2689,0,2006,,98030,0.4020633971291866
13836,345000.0,3,2.75,2190,7258,2.0,0.0,3,8,2190,0,2000,0.0,98003,0.3017360154312483
11624,254000.0,3,2.0,1470,7694,1.0,0.0,4,7,1470,0,1992,0.0,98038,0.1910579672472056
221,279950.0,3,2.0,1750,9750,1.0,0.0,3,7,1350,400,1961,0.0,98198,0.1794871794871795
7665,415000.0,3,1.0,2020,19210,1.0,0.0,3,6,1760,260,1949,0.0,98028,0.10515356585111921
16403,653000.0,3,2.25,2770,57745,2.0,0.0,3,8,2770,0,1985,0.0,98072,0.04796952117066413
19509,500000.0,4,2.0,2120,7806,1.0,0.0,4,6,1770,350,1949,0.0,98033,0.27158595951831926
17361,492500.0,2,2.25,1600,80400,2.0,0.0,4,7,1600,0,1978,0.0,98070,0.01990049751243781
583,439000.0,4,2.25,2060,10070,2.0,0.0,3,7,2060,0,1975,0.0,98034,0.20456802383316783
12061,699000.0,3,2.0,2010,4320,2.0,0.0,3,9,2010,0,1999,0.0,98118,0.4652777777777778
18294,250000.0,1,1.0,750,4000,1.0,0.0,3,6,750,0,1918,0.0,98136,0.1875
8252,329000.0,4,2.5,2650,5880,2.0,0.0,3,9,2650,0,2005,0.0,98042,0.45068027210884354
21509,1450000.0,4,3.5,4300,108865,2.0,0.0,3,11,4300,0,2014,0.0,98074,0.03949846139714325
21,2000000.0,3,2.75,3050,44867,1.0,0.0,3,9,2330,720,1968,0.0,98040,0.06797869258029286
9827,491000.0,3,2.0,1660,5070,2.0,0.0,3,8,1660,0,1950,,98108,0.32741617357001973
8550,506400.0,3,2.5,2100,9040,1.0,0.0,3,8,1700,400,1989,0.0,98056,0.2323008849557522
8957,848750.0,6,3.75,3160,5000,2.0,0.0,3,8,3160,0,1989,0.0,98107,0.632
4912,620000.0,4,4.0,2850,2970,2.0,0.0,3,8,2120,730,1999,0.0,98029,0.9595959595959596
10772,710000.0,4,2.5,3220,18618,2.0,0.0,3,10,3220,0,1991,0.0,98056,0.17295090772370825
19348,290000.0,4,2.5,2340,52272,2.0,0.0,2,8,2340,0,1978,0.0,98042,0.044765840220385676
16597,767250.0,4,3.0,2170,2500,2.0,0.0,3,8,1710,460,1997,0.0,98115,0.868
13112,256900.0,3,2.5,1720,3951,2.0,0.0,3,7,1720,0,1992,0.0,98031,0.43533282713237154
6237,1050000.0,4,1.0,1330,9729,1.0,0.0,3,6,1330,0,1952,0.0,98004,0.1367046972967417
6474,217000.0,2,1.0,730,2400,1.0,0.0,3,4,730,0,1934,,98198,0.30416666666666664
4802,600000.0,2,1.75,2080,13054,1.0,0.0,3,7,2080,0,1951,,98155,0.15933813390531637
8756,550000.0,3,2.5,2920,169448,2.5,0.0,3,9,2920,0,1990,,98022,0.017232425286813655
5527,602000.0,4,2.5,2000,7376,2.0,0.0,3,8,2000,0,1990,0.0,98029,0.27114967462039047
4570,319000.0,2,1.0,960,4400,1.0,0.0,4,7,960,0,1951,0.0,98118,0.21818181818181817
1822,255000.0,4,2.0,2430,8960,1.0,0.0,3,7,1430,1000,1960,,98178,0.27120535714285715
11228,295000.0,3,2.5,1560,4200,2.0,0.0,3,7,1560,0,2003,,98038,0.37142857142857144
17330,715000.0,4,2.5,2650,30500,1.0,0.0,4,8,1680,970,1960,0.0,98029,0.08688524590163935
21023,459000.0,5,3.5,2640,6895,2.0,0.0,3,7,2640,0,2001,0.0,98065,0.3828861493836113
13723,459950.0,3,1.75,1850,6869,1.0,0.0,5,6,1100,750,1919,1934.0,98166,0.26932595719901004
1030,2450000.0,4,4.25,4250,6552,2.0,0.0,4,10,2870,1380,2008,0.0,98144,0.6486568986568987
15403,375000.0,3,1.5,1190,20672,1.5,0.0,3,7,1190,0,1948,0.0,98166,0.05756578947368421
9660,357000.0,4,2.5,2380,7066,2.0,0.0,4,7,2380,0,1997,0.0,98031,0.33682422870082085
16372,400000.0,4,2.25,2420,7927,1.0,0.0,4,7,1400,1020,1973,,98133,0.30528573230730416
18191,355000.0,3,2.5,2400,9701,1.0,0.0,3,9,2400,0,1990,,98023,0.2473971755489125
10243,235000.0,2,1.0,830,9000,1.0,0.0,3,6,830,0,1939,0.0,98032,0.09222222222222222
14322,329950.0,3,1.75,1360,13320,1.0,0.0,4,7,1360,0,1985,0.0,98059,0.1021021021021021
439,578000.0,3,1.75,2120,10875,1.0,0.0,3,8,1540,580,1977,0.0,98146,0.19494252873563217
9806,845000.0,4,2.5,2970,9072,2.0,0.0,3,10,2970,0,1991,,98006,0.3273809523809524
5341,570000.0,4,2.0,1790,7800,1.0,0.0,5,8,1790,0,1972,0.0,98008,0.22948717948717948
16044,655000.0,4,1.75,2540,7620,1.0,0.0,3,8,1320,1220,1948,0.0,98116,0.3333333333333333
6446,340000.0,3,2.25,1900,8125,1.0,0.0,3,7,1540,360,1969,0.0,98058,0.23384615384615384
6983,303100.0,3,1.5,1640,5650,1.0,0.0,3,8,1640,0,1952,0.0,98178,0.2902654867256637
10567,345000.0,3,2.25,2020,9000,2.0,0.0,3,7,2020,0,1979,0.0,98045,0.22444444444444445
4182,360000.0,3,2.0,1960,8846,1.0,0.0,4,6,980,980,1940,,98178,0.2215690707664481
11458,850000.0,2,2.75,2700,9854,1.0,0.0,3,9,2700,0,2012,0.0,98053,0.2740004059265273
2936,230000.0,3,2.0,1440,5600,1.0,0.0,4,6,720,720,1942,,98056,0.2571428571428571
21090,380950.0,2,2.0,1120,1039,2.0,0.0,3,7,840,280,2007,0.0,98144,1.0779595765158807
802,422120.0,3,2.5,1630,4534,2.0,0.0,3,8,1630,0,1987,0.0,98034,0.3595059550066167
20942,269800.0,4,2.75,1830,3420,2.0,0.0,3,8,1830,0,2012,0.0,98198,0.5350877192982456
8491,360000.0,3,2.25,2130,8466,1.0,0.0,3,7,1290,840,1983,0.0,98055,0.2515946137491141
6703,458500.0,2,1.75,1160,6828,1.0,0.0,3,7,860,300,1941,0.0,98115,0.1698886936145284
8054,505000.0,3,1.75,1240,4550,1.5,0.0,4,7,1240,0,1951,0.0,98116,0.2725274725274725
21326,563950.0,4,2.75,3050,4750,2.0,0.0,3,8,3050,0,2014,,98059,0.6421052631578947
1064,550000.0,3,1.0,1520,2500,1.5,0.0,3,8,1520,0,1912,0.0,98109,0.608
252,415000.0,3,2.25,1510,36224,2.0,0.0,3,8,1510,0,1991,0.0,98045,0.04168507067137809
1628,180500.0,3,1.5,1540,9800,1.0,0.0,3,7,1010,530,1973,0.0,98058,0.15714285714285714
20758,479950.0,3,2.0,2260,7163,1.0,0.0,3,9,2260,0,2012,0.0,98058,0.3155102610638001
5990,255000.0,2,1.0,920,43560,1.0,0.0,4,5,920,0,1923,0.0,98024,0.021120293847566574
21031,302059.0,4,2.0,1390,745,3.0,0.0,3,7,1390,0,2008,0.0,98027,1.8657718120805369
16177,465000.0,2,1.0,730,2600,1.0,0.0,4,6,730,0,1918,0.0,98107,0.28076923076923077
13060,469000.0,4,2.5,2240,5624,1.0,0.0,3,7,1520,720,1961,0.0,98108,0.39829302987197723
8041,454000.0,4,2.25,2630,39000,2.0,0.0,3,9,2630,0,1979,0.0,98042,0.06743589743589744
11874,215000.0,2,2.0,1180,2521,2.0,0.0,3,6,1180,0,2005,,98038,0.46806822689408967
1502,1100000.0,5,2.5,3890,27311,2.0,0.0,3,10,3890,0,1950,1990.0,98177,0.14243345172274907
11734,585000.0,4,2.5,2200,9099,2.0,0.0,3,8,2200,0,1994,0.0,98034,0.2417848115177492
20824,616950.0,5,3.5,3560,5008,2.0,0.0,3,8,2810,750,2013,0.0,98106,0.7108626198083067
17815,477000.0,3,2.5,1350,2053,3.0,0.0,3,8,1350,0,2005,,98117,0.6575742815392109
15882,299950.0,3,2.25,1370,5000,2.0,0.0,3,7,1370,0,1990,0.0,98019,0.274
13282,162000.0,4,1.0,1460,16638,1.0,0.0,4,6,1460,0,1975,0.0,98010,0.08775093160235606
8686,410000.0,4,2.5,2560,4020,2.0,0.0,3,9,2560,0,2006,0.0,98038,0.6368159203980099
14221,175000.0,3,1.5,1220,7300,1.0,0.0,3,7,1220,0,1973,0.0,98001,0.16712328767123288
21136,450000.0,3,2.25,1620,1057,3.0,0.0,3,8,1540,80,2009,0.0,98027,1.532639545884579
3187,445000.0,4,1.0,1460,4600,1.0,0.0,3,6,780,680,1946,0.0,98126,0.3173913043478261
14881,251000.0,3,1.5,1590,21600,1.5,0.0,4,7,1590,0,1971,0.0,98022,0.07361111111111111
17389,261000.0,3,1.5,1810,29308,1.0,0.0,3,7,950,860,1983,,98042,0.06175788180701515
17458,960000.0,4,2.5,3180,10105,2.0,0.0,4,9,3180,0,1986,,98040,0.31469569520039586
17467,440000.0,4,1.75,2180,10200,1.0,0.0,3,8,2000,180,1966,,98028,0.21372549019607842
16686,580000.0,4,1.5,2430,4995,1.5,0.0,4,7,1730,700,1928,0.0,98144,0.4864864864864865
16712,1150000.0,5,2.5,3580,8921,2.0,0.0,3,9,3580,0,2000,0.0,98033,0.40130030265665284
4191,470000.0,4,1.0,2590,18224,1.5,0.0,4,7,2000,590,1911,0.0,98118,0.14212028094820017
822,1100000.0,3,2.0,3010,5000,2.0,0.0,5,9,1890,1120,1931,0.0,98199,0.602
4451,370000.0,3,1.0,1320,7341,1.0,0.0,3,7,1320,0,1982,0.0,98155,0.17981201471189212
8537,450000.0,9,7.5,4050,6504,2.0,0.0,3,7,4050,0,1996,0.0,98144,0.6226937269372693
12448,649000.0,2,1.75,2260,280962,2.0,0.0,3,9,1890,370,2005,0.0,98014,0.008043792398972103
10884,735000.0,4,3.0,2250,7245,1.0,0.0,4,7,1250,1000,1963,0.0,98005,0.3105590062111801
7819,299000.0,3,1.0,1510,6200,1.0,0.0,3,6,1010,500,1955,0.0,98118,0.2435483870967742
15020,330000.0,2,1.0,800,4533,1.0,0.0,3,6,600,200,1929,0.0,98115,0.17648356496801235
21141,700000.0,3,2.5,2050,4185,2.0,0.0,3,9,2050,0,2011,,98117,0.48984468339307047
